optt_nbtm_s,target,0
4.1709,2,1
4.1695,0,1
1.6916,1,1
1.6901,1,1
1.69,2,1
1.6897,1,1
1.6891,1,1
2.3867,1,1
2.3965,1,1
2.3888,1,1
3.1365,1,1
3.1927,1,1
3.1915,1,1
3.1892,1,1
3.187,1,1
3.1857,1,1
3.1813,1,1
3.1792,1,1
3.1782,1,1
3.1767,1,1
3.8069,1,1
3.1759,1,1
3.1748,1,1
3.8099,1,1
3.1731,1,1
3.173,1,1
3.1932,2,1
3.1955,1,1
3.1959,1,1
3.2056,1,1
3.2185,1,1
3.8045,1,1
3.214,1,1
3.2139,1,1
3.2121,1,1
3.2105,1,1
3.805,1,1
3.1963,1,1
3.8055,1,1
3.2009,1,1
3.2001,1,1
3.199,1,1
3.197,1,1
3.1967,1,1
3.8108,1,1
3.1726,1,1
3.1704,1,1
3.145,1,1
3.1524,1,1
3.1499,1,1
3.1487,1,1
3.1483,1,1
3.1477,1,1
3.1454,1,1
3.1435,1,1
3.1544,1,1
3.143,1,1
3.1429,1,1
3.1415,1,1
3.1414,1,1
3.138,1,1
3.1373,1,1
3.1542,1,1
3.1559,1,1
3.1688,2,1
3.1642,1,1
3.1683,1,1
3.1667,1,1
3.1662,1,1
3.1656,1,1
3.1653,1,1
3.8115,1,1
3.164,1,1
3.8194,1,1
3.1617,1,1
3.1612,1,1
3.1595,1,1
3.8121,1,1
3.8172,1,1
3.1579,1,1
3.2217,1,1
3.2218,1,1
3.2221,1,1
3.2896,1,1
3.2973,1,1
3.2967,1,1
3.2951,1,1
3.2941,1,1
3.7996,1,1
3.2910000000000004,2,1
3.2884,1,1
3.2987,1,1
3.2852,1,1
3.284,1,1
3.2821,1,1
3.2802,1,1
3.7998,2,1
3.2757,1,1
3.2982,1,1
3.7976,1,1
3.2723,1,1
3.3096,1,1
3.3191,1,1
3.7953,1,1
3.3121,1,1
3.3113,1,1
3.7968,1,1
3.3107,1,1
3.3085,1,1
3.301,1,1
3.3077,1,1
3.3064,1,1
3.305,1,1
3.3041,1,1
3.3036,1,1
3.3013,1,1
3.2725,1,1
3.272,1,1
3.2222,1,1
3.2294,1,1
3.2404,1,1
3.2391,1,1
3.2381,1,1
3.2375,2,1
3.237,1,1
3.2303,2,1
3.2276,1,1
3.2465,1,1
3.2264,1,1
3.2257,1,1
3.2255,1,1
3.2253,1,1
3.2230000000000003,1,1
3.2224,1,1
3.2435,1,1
3.2468,1,1
3.2712,1,1
3.2597,1,1
3.2706,1,1
3.2691,1,1
3.2681,1,1
3.2678,1,1
3.2653,1,1
3.2598,1,1
3.259,1,1
3.2473,1,1
3.8016,1,1
3.2559,1,1
3.2526,1,1
3.8019,1,1
3.2493,1,1
3.2491,1,1
3.8218,1,1
3.1364,1,1
2.9667,1,1
3.1353,1,1
3.013,1,1
3.0122,1,1
3.0119,1,1
3.0106,1,1
3.01,1,1
3.0094,1,1
3.0071,1,1
3.844,1,1
3.0018,1,1
3.0004,2,1
3.8458,1,1
2.9998,1,1
2.9996,1,1
3.8469,1,1
2.9994,1,1
3.0142,2,1
3.0211,2,1
3.0214,1,1
3.836,1,1
3.0413,1,1
3.039,1,1
3.037,1,1
3.0366,2,1
3.8339,2,1
3.0366,1,1
3.034,2,1
3.0216,1,1
3.8375,1,1
3.8427,1,1
3.0271,1,1
3.0268,1,1
3.0257,1,1
3.0238,1,1
2.9991,2,1
2.9979,2,1
2.9977,2,1
2.9774,1,1
2.9839,1,1
2.9835,1,1
2.9834,1,1
2.9812,2,1
2.9809,1,1
2.9797,1,1
3.8624,1,1
3.8571,1,1
2.9762,2,1
2.9738,1,1
2.9706,1,1
3.864,1,1
2.9699,1,1
2.9695,1,1
2.9845,1,1
2.9869,1,1
2.9976,1,1
2.9957,1,1
2.9973,1,1
2.9971,1,1
3.8486,2,1
3.8494,1,1
2.9967,1,1
2.9963,1,1
2.9944,1,1
3.8544,1,1
3.851,1,1
2.9939,1,1
2.9906,1,1
3.8528,1,1
2.988,1,1
2.987,1,1
3.8333,1,1
3.0445,1,1
3.0447,1,1
3.8225,1,1
3.1045,1,1
3.1041,1,1
3.1029,1,1
3.1023,1,1
3.0989,1,1
3.0980000000000003,1,1
3.8235,1,1
3.1087,1,1
3.0962,1,1
3.8239,1,1
3.0944,1,1
3.0942,1,1
3.0935,0,1
3.0924,1,1
3.105,1,1
3.1092,1,1
3.0909,1,1
3.1197,1,1
3.1348,1,1
3.1342,1,1
3.1331,1,1
3.1289,1,1
3.1236,1,1
3.1213,1,1
3.8222,1,1
3.1098,1,1
3.1195,1,1
3.1192,2,1
3.1183,1,1
3.1162,1,1
3.1149,1,1
3.113,1,1
3.0922,2,1
3.0908,1,1
3.0462,1,1
3.0567,1,1
3.0657,1,1
3.0651,1,1
3.0621,1,1
3.0615,1,1
3.0612,1,1
3.0574,1,1
3.0566,1,1
3.0691,1,1
3.0522,1,1
3.8289,1,1
3.0516,1,1
3.0476,1,1
3.8306,1,1
3.0472,1,1
3.0684,1,1
3.0694,1,1
3.0879,1,1
3.0792,1,1
3.0873,1,1
3.0863,1,1
3.0854,1,1
3.0836,1,1
3.0816,1,1
3.0814,1,1
3.8283,1,1
3.0696,1,1
3.0783,1,1
3.0733,1,1
3.0728,1,1
3.0714,1,1
3.0712,1,1
3.8287,1,1
3.324,2,1
3.3252,1,1
3.3283,1,1
3.3313,1,1
3.75,1,1
3.5948,1,1
3.5936,1,1
3.5927,1,1
3.5919,2,1
3.5899,1,1
3.7506,1,1
3.5889,1,1
3.5887,1,1
3.753,2,1
3.5883,1,1
3.585,1,1
3.5848,2,1
3.7547,1,1
3.582,1,1
3.7499,1,1
3.6004,1,1
3.7489,1,1
3.7468,1,1
3.7465,1,1
3.6212,1,1
3.6194,1,1
3.6179,1,1
3.6171,1,1
3.7467,2,1
3.6123,1,1
3.6012,2,1
3.6111,1,1
3.6086,1,1
3.6081,1,1
3.6077,1,1
3.6071,1,1
3.6042,1,1
3.5799,1,1
3.5781,1,1
3.5767,1,1
3.545,1,1
3.555,1,1
3.5523,1,1
3.5505,1,1
3.5498,1,1
3.5474,2,1
3.5455,1,1
3.5447,2,1
3.5561,1,1
3.5445,1,1
3.5432,1,1
3.5412,1,1
3.5379,1,1
3.537,1,1
3.5344,1,1
3.5557,2,1
3.5574,1,1
3.755,1,1
3.5662,1,1
3.7551,1,1
3.5765,1,1
3.7557,1,1
3.5764,2,1
3.5732,1,1
3.572,1,1
3.5656,1,1
3.5587,1,1
3.5637,1,1
3.5631,1,1
3.7558,1,1
3.7625,0,1
3.5611,2,1
3.5595,1,1
3.6241,1,1
3.745,2,1
3.7448,1,1
3.6829,1,1
3.6942,1,1
3.6924,1,1
3.6893,1,1
3.6882,1,1
3.6865,1,1
3.6862,1,1
3.6822,1,1
3.6998,1,1
3.7277,1,1
3.6813,1,1
3.6756,1,1
3.6734,1,1
3.7311,1,1
3.6702,1,1
3.6992,1,1
3.7015,1,1
3.7334,1,1
3.7103,1,1
3.7199,1,1
3.7194,1,1
3.7192,1,1
3.7143,2,1
3.7136,1,1
3.7273,1,1
3.7097,1,1
3.7048,1,1
3.7092,1,1
3.7076,1,1
3.7065,1,1
3.7061,1,1
3.7058,1,1
3.7052,1,1
3.6678,1,1
3.6667,2,1
3.6243,1,1
3.6285,1,1
3.6405,1,1
3.6362,1,1
3.7406,1,1
3.6344,1,1
3.6339,1,1
3.6326,1,1
3.6275,1,1
3.6406,1,1
3.6264,1,1
3.6254,1,1
3.7408,1,1
3.6249,2,1
3.7422,1,1
3.7428,1,1
3.7395,1,1
3.641,1,1
3.7344,1,1
3.6559,1,1
3.7351,1,1
3.6643,1,1
3.6626,1,1
3.6623,1,1
3.6584,1,1
3.6562,1,1
3.6543,1,1
3.6428,1,1
3.6541,1,1
3.654,1,1
3.6508,1,1
3.6503,1,1
3.6477,1,1
3.6472,1,1
3.7644,1,1
3.5343,1,1
3.5304,1,1
3.3784,1,1
3.3865,1,1
3.3841,1,1
3.7759,1,1
3.3837,1,1
3.382,1,1
3.3817,1,1
3.3781,1,1
3.7738,1,1
3.3757,1,1
3.374,1,1
3.3729,1,1
3.7786,1,1
3.7833,1,1
3.3728,1,1
3.3876,1,1
3.3886,1,1
3.7862,1,1
3.4,1,1
3.4201,1,1
3.4198,1,1
3.4162,2,1
3.4145,1,1
3.4048,2,1
3.4041,1,1
3.3959,1,1
3.7725,1,1
3.3953,1,1
3.3938,1,1
3.3919,1,1
3.7719,1,1
3.3902,1,1
3.3898,1,1
3.7837,1,1
3.7872,1,1
3.7706,1,1
3.3431,1,1
3.7896,1,1
3.3498,1,1
3.3479,1,1
3.3468,1,1
3.7913,1,1
3.3452,1,1
3.3424,1,1
3.3515,1,1
3.3423,1,1
3.3379,1,1
3.3354,1,1
3.3335,2,1
3.7917,1,1
3.7932,1,1
3.3508,1,1
3.3526,1,1
3.3706,1,1
3.3588,1,1
3.3689,1,1
3.3659,1,1
3.3636,1,1
3.3635,1,1
3.3634,1,1
3.3615,1,1
3.3586,1,1
3.3556,1,1
3.3574,1,1
3.357,1,1
3.7877,1,1
3.3567,1,1
3.3560000000000003,1,1
3.3558,1,1
3.4203,1,1
3.4205,1,1
3.5297,1,1
3.4926,1,1
3.7654,1,1
3.4988,1,1
3.4986,1,1
3.4976,1,1
3.4946,1,1
3.4942,1,1
3.4893,1,1
3.5055,1,1
3.766,1,1
3.4844,2,1
3.484,1,1
3.4839,1,1
3.4837,2,1
3.4827,2,1
3.5009,1,1
3.506,1,1
3.7662,1,1
3.5211,1,1
3.5289,1,1
3.5276,1,1
3.5249,2,1
3.5233,1,1
3.5228,1,1
3.5227,1,1
3.5182,2,1
3.5064,1,1
3.5161,1,1
3.515,1,1
3.5134,2,1
3.5084,1,1
3.5078,1,1
3.5072,1,1
3.4817,1,1
3.4813,1,1
3.4209,1,1
3.4418,1,1
3.4545,1,1
3.4538,1,1
3.4502,1,1
3.4488,1,1
3.4478,2,1
3.4443,1,1
3.4414,1,1
3.4574,1,1
3.4356,1,1
3.4348,1,1
3.4338,1,1
3.4318,1,1
3.4287,1,1
3.4238,1,1
3.4551,1,1
3.4577,1,1
3.4812,1,1
3.4724,1,1
3.4808,1,1
3.4802,1,1
3.7676,1,1
3.4792,1,1
3.4767,1,1
3.4734,1,1
3.4713,1,1
3.4607,1,1
3.471,1,1
3.4689,1,1
3.4677,1,1
3.4666,1,1
3.7677,1,1
3.4661,1,1
2.9668,1,1
2.9666,1,1
2.3892,1,1
2.512,1,1
2.5697,1,1
2.5691,1,1
2.5662,1,1
2.5657,2,1
2.5649,1,1
2.5645,1,1
2.5618,1,1
2.5616,1,1
3.9511,1,1
2.5602,1,1
3.9519,1,1
2.5587,1,1
2.5573,0,1
2.5534,1,1
2.5525,1,1
2.5714,1,1
2.5731,1,1
2.5737,1,1
1.4376,1,1
2.5941,1,1
2.5916,1,1
2.5914,1,1
3.9416,1,1
2.5907,1,1
2.5882,1,1
2.5842,1,1
2.5738,1,1
2.5831,1,1
2.5826,1,1
2.5822,1,1
2.5813,1,1
2.5807,1,1
2.5805,2,1
2.5515,1,1
2.5506,1,1
2.5496,1,1
2.5243,1,1
3.9582,1,1
2.5271,1,1
2.5264,1,1
2.5262,1,1
2.5253,1,1
2.5244,1,1
2.5232,1,1
3.9581,1,1
3.9586,1,1
2.5209,1,1
2.5203,1,1
2.5196,1,1
2.5185,2,1
2.5148,1,1
2.5286,1,1
2.5323,1,1
2.549,1,1
2.5419,1,1
3.952,1,1
2.5482,1,1
2.5438,1,1
2.5436,1,1
2.5433,1,1
2.5426,1,1
2.5403,1,1
2.5339,1,1
2.5380000000000003,1,1
2.5371,1,1
2.537,1,1
3.9524,1,1
3.9558,1,1
3.9578,1,1
3.9394,1,1
2.5943,1,1
2.5944,2,1
2.6382,1,1
2.6451,1,1
2.6443,1,1
2.6435,1,1
2.6416,1,1
2.6406,1,1
2.6402,1,1
2.6377,1,1
2.6483,1,1
3.9245,1,1
2.6357,1,1
2.6339,1,1
3.9266,1,1
2.6328,1,1
2.6322,1,1
2.648,1,1
2.6506,1,1
3.927,1,1
2.6562,2,1
3.9203,1,1
2.6581,1,1
2.658,2,1
2.6573,1,1
2.6571,1,1
2.6569,1,1
2.6557,1,1
3.9217,1,1
2.6549,1,1
2.6546,1,1
2.6537,1,1
2.6522,1,1
2.651,1,1
2.6507,1,1
2.6295,1,1
2.6285,1,1
2.5945,1,1
2.6013,1,1
2.6092,1,1
2.608,1,1
3.9377,1,1
2.6061,1,1
2.603,1,1
2.6017,1,1
2.6010000000000004,1,1
3.9359,1,1
2.6004,1,1
2.5993,1,1
2.5980000000000003,1,1
2.5962,1,1
2.5961,1,1
2.5954,1,1
2.6096,1,1
2.6103,1,1
3.9292,1,1
2.6176,1,1
2.6256,1,1
2.6234,1,1
2.623,1,1
2.6223,1,1
2.6207,1,1
3.9297,1,1
3.933,1,1
2.6132,1,1
2.6172,1,1
2.6167,1,1
2.6151,1,1
3.9331,1,1
2.6144,1,1
2.6132,2,1
2.5135,1,1
2.5079,1,1
2.9642,1,1
2.5076,1,1
2.432,1,1
2.4290000000000003,1,1
2.4286,1,1
2.4284,1,1
2.428,2,1
3.9814,1,1
2.4263,1,1
2.4261,1,1
2.4258,1,1
2.4256,1,1
2.4231,1,1
2.4224,1,1
3.9835,1,1
2.4217,1,1
2.4213,1,1
2.4324,1,1
2.4327,1,1
2.4332,1,1
2.4405,1,1
3.9766,1,1
2.4441,1,1
2.4436,1,1
2.4429,2,1
3.9772,1,1
2.4427,1,1
2.4391,1,1
2.4337,1,1
2.4386,1,1
3.9791,1,1
2.4373,1,1
3.9794,1,1
2.4368,1,1
2.4341,1,1
2.4204,1,1
2.42,1,1
2.4169,1,1
3.99,1,1
3.9898,1,1
2.3999,1,1
2.3991,1,1
2.3968,1,1
2.3967,1,1
3.7213,1,1
2.3961,1,1
3.9886,1,1
2.3941,1,1
2.3933,1,1
2.3931,1,1
2.3925,1,1
2.3916,1,1
2.3903,1,1
3.9893,1,1
3.987,1,1
2.4162,1,1
2.4046,1,1
2.4146,1,1
2.4143,1,1
2.4128,1,1
2.4113,1,1
2.4108,1,1
2.4051,1,1
2.4043,1,1
3.9861,1,1
2.4028,1,1
2.402,1,1
2.4017,1,1
2.4014,1,1
3.985,1,1
3.9858,1,1
2.4454,1,1
2.4471,1,1
3.9758,1,1
2.4824,1,1
2.487,1,1
3.9646,1,1
2.486,1,1
2.4849,1,1
2.4842,1,1
2.4839,2,1
2.4823,1,1
2.4888,1,1
2.4815,1,1
2.4808,1,1
2.4804,1,1
2.4802,1,1
2.48,1,1
2.4765,1,1
2.4884,1,1
2.4892,1,1
2.4748,1,1
2.5016,1,1
2.5068,2,1
2.5068,1,1
2.5044,1,1
3.9587,1,1
2.5028,1,1
2.5017,1,1
2.5004,1,1
2.4901,1,1
3.9645,1,1
2.4984,1,1
2.4983,1,1
2.498,1,1
2.4937,1,1
2.4931,1,1
3.9661,1,1
2.4745,1,1
2.4479,1,1
2.4554,2,1
2.4618,1,1
2.4617,1,1
2.461,2,1
3.9734,1,1
2.4579,1,1
2.4578,1,1
2.4553,1,1
2.4626,1,1
2.4538,1,1
2.4530000000000003,1,1
2.4529,1,1
2.4518,1,1
2.4501,1,1
2.448,2,1
2.4625,1,1
2.4632,1,1
2.4743,1,1
2.4691,1,1
2.4739,1,1
2.4738,1,1
2.4734,1,1
2.4733,1,1
2.4719,1,1
2.4696,1,1
3.9719,1,1
2.4633,1,1
2.4683,1,1
2.4681,2,1
2.4678,1,1
2.467,1,1
2.4664,1,1
2.464,1,1
3.92,1,1
3.9198,1,1
2.6588,1,1
2.6598,1,1
3.8829,1,1
2.875,1,1
3.8833,1,1
3.8835,1,1
2.8710000000000004,1,1
2.8687,1,1
3.8838,1,1
3.8846,2,1
2.8677,1,1
2.8661,2,1
2.8659,1,1
2.8652,1,1
2.8594,1,1
2.8577,1,1
2.8572,1,1
2.8754,1,1
2.8759,1,1
3.8817,1,1
3.878,1,1
2.8948,1,1
2.8938,1,1
2.8929,1,1
2.8927,1,1
2.8917,1,1
2.8908,1,1
3.8801,1,1
2.8773,1,1
2.8823,1,1
2.8818,1,1
2.8806,1,1
2.8798,1,1
2.8793,1,1
2.8785,2,1
3.8866,2,1
2.8571,1,1
2.8565,1,1
2.833,1,1
2.8377,1,1
2.8376,1,1
2.8366,2,1
2.8358,1,1
2.8335,1,1
3.8959,1,1
2.8328,1,1
2.8408,1,1
3.8967,1,1
2.8327,1,1
3.8973,1,1
2.8316,1,1
2.8295,2,1
2.8273,0,1
2.8392,1,1
2.8413,1,1
2.8561,1,1
2.8461,1,1
2.8533,1,1
3.8929,1,1
3.894,1,1
2.8524,1,1
2.8501,1,1
2.8469,1,1
2.8459,2,1
2.842,1,1
2.8455,1,1
2.8446,1,1
2.8434,1,1
2.843,1,1
2.8429,1,1
2.8425,1,1
2.8957,1,1
2.8958,1,1
2.8979,1,1
2.945,1,1
2.9496,1,1
2.9494,1,1
2.9483,1,1
2.9469,1,1
2.946,1,1
3.8642,1,1
2.9447,1,1
2.9534,1,1
3.8648,1,1
2.9445,1,1
2.9441,1,1
2.9425,1,1
2.9402,1,1
2.9389,1,1
2.9508,2,1
2.9537,1,1
2.9382,1,1
2.9609,1,1
2.9639,1,1
2.9638,1,1
2.9627,1,1
2.9625,1,1
2.9619,1,1
2.9615,1,1
2.9588,1,1
2.9538,1,1
2.957,1,1
2.9565,1,1
2.9556,1,1
2.9552,1,1
2.9548,1,1
2.9545,1,1
3.865,1,1
2.938,1,1
3.877,1,1
2.9048,1,1
2.9127,1,1
2.9112,2,1
2.9091,1,1
2.9083,1,1
2.9079,1,1
2.9062,1,1
2.9043,1,1
2.9153,1,1
2.9039,1,1
2.9028,1,1
2.9018,1,1
2.8985,2,1
2.898,1,1
3.8732,1,1
2.9133,1,1
2.9193,1,1
3.866,1,1
2.9286,1,1
2.9355,1,1
3.8663,1,1
2.9318,1,1
3.8689,1,1
2.9294,1,1
2.929,1,1
2.9284,1,1
2.9198,1,1
2.9278,1,1
2.9277,1,1
2.9261,2,1
2.9225,1,1
2.9212,1,1
2.9204,1,1
2.8257,1,1
3.9006,1,1
2.8251,1,1
2.7143,1,1
2.7182,1,1
2.7177,1,1
3.9132,1,1
2.7161,1,1
2.7155,2,1
3.9149,1,1
2.7127,2,1
2.7229,1,1
2.7125,2,1
2.7118,1,1
3.9151,1,1
2.7084,1,1
2.7069,1,1
2.7052,1,1
2.7227,1,1
2.7231,1,1
2.702,1,1
2.7374,1,1
2.7430000000000003,1,1
2.7427,1,1
2.7423,1,1
2.7418,1,1
2.7412,1,1
3.9117,1,1
2.7359,1,1
2.7257,1,1
2.7348,1,1
2.7321,1,1
2.7318,1,1
2.7293,1,1
2.7275,1,1
2.7266,1,1
2.7046,1,1
2.7015,1,1
2.7447,1,1
2.6673,1,1
2.6773,1,1
2.6761,1,1
2.6757,1,1
2.6711,2,1
2.6710000000000003,1,1
2.669,1,1
3.9184,1,1
2.6781,1,1
3.9194,1,1
2.6643,1,1
2.662,1,1
2.6617,1,1
2.6613,2,1
2.6611,1,1
2.6777,1,1
2.6789,2,1
3.9163,1,1
3.9171,1,1
2.7014,1,1
2.7006,1,1
3.9168,1,1
2.6978,2,1
2.6969,1,1
2.6957,1,1
2.6918,1,1
2.6814,1,1
2.6913,1,1
2.6895,1,1
2.6893,1,1
2.6883,1,1
2.6875,1,1
2.6871,1,1
2.7443,1,1
2.7448,1,1
2.8243,1,1
2.7948,1,1
2.8012,1,1
3.9041,1,1
2.7994,1,1
2.7987,1,1
2.7976,1,1
2.7966,1,1
2.7942,1,1
2.8036,1,1
2.7916,1,1
2.7912,1,1
3.9049,1,1
2.7905,1,1
2.7901,1,1
2.7846,1,1
2.8029,1,1
2.8051,1,1
2.7835,1,1
2.8156,1,1
2.8231,0,1
2.8212,1,1
2.82,1,1
2.8199,1,1
2.8178,1,1
2.8161,1,1
2.8152,1,1
2.8083,1,1
2.8113,1,1
2.8103,1,1
2.8088,1,1
3.9033,1,1
3.9036,1,1
2.8087,1,1
2.7842,2,1
2.7834,1,1
2.7455,1,1
2.7566,1,1
2.7603,1,1
2.7599,1,1
3.9074,1,1
3.9104,1,1
2.7585,2,1
2.7581,1,1
2.7565,1,1
2.7609,1,1
2.7547,1,1
2.7535,2,1
2.7516,1,1
3.9113,1,1
2.7473,1,1
2.7468,1,1
2.7605,1,1
2.7617,1,1
2.783,1,1
2.7745,1,1
2.7816,1,1
2.7809,1,1
2.7792,1,1
3.9069,1,1
2.7773,1,1
2.7748,1,1
2.7727,1,1
2.7628,1,1
2.772,1,1
2.7707,2,1
2.7694,1,1
2.7683,1,1
2.7665,1,1
2.7636,1,1
1.4408,1,1
1.3368,1,1
1.4375,1,1
0.4078,1,1
0.4111,2,1
0.4107,1,1
0.4104,1,1
0.4099,2,1
0.4093,2,1
0.4087,2,1
0.4083,1,1
0.4075,1,1
0.4055,1,1
0.4073,1,1
0.4072,1,1
0.4066,2,1
0.406,1,1
0.406,0,1
0.4059,2,1
0.4058,2,1
0.4115,2,1
0.4125,2,1
0.4126,1,1
0.4128,1,1
0.4219,1,1
0.4182,1,1
0.4178,2,1
0.4171,1,1
0.4168,2,1
0.4161,2,1
0.4158,1,1
0.4156,2,1
0.4155,1,1
0.4153,1,1
0.4144,1,1
0.4142,2,1
0.4137,1,1
0.4136,1,1
0.4129,1,1
0.4057,1,1
0.4054,1,1
0.4576,1,1
0.3883,1,1
0.395,1,1
0.3941,1,1
0.3915,2,1
0.3909,1,1
0.3908,1,1
0.3903,1,1
0.3887,2,1
0.3877,2,1
0.4048,1,1
0.3873,2,1
0.3869,2,1
0.3865,1,1
0.3859,2,1
0.3847,1,1
0.3842,1,1
0.3841,2,1
0.3953,1,1
0.3956,2,1
0.3967,1,1
0.397,2,1
0.4045,2,1
0.4037,1,1
0.4035,1,1
0.4032,1,1
0.4026,1,1
0.4024,1,1
0.4022,1,1
0.4013,1,1
0.4009,1,1
0.4007,1,1
0.3993,2,1
0.3988,1,1
0.3984,1,1
0.3973,1,1
0.3972,1,1
0.4236,2,1
0.4239,1,1
0.4244,1,1
0.4443,1,1
0.4472,2,1
0.4468,0,1
0.4466,1,1
0.4459,2,1
0.4457,1,1
0.4453,1,1
0.4445,1,1
0.4438,2,1
0.4246,1,1
0.4433,1,1
0.4428,2,1
0.4424,1,1
0.4417,1,1
0.4409,1,1
0.4408,1,1
0.4406,1,1
0.4482,1,1
0.4484,1,1
0.4486,1,1
0.4492,1,1
0.4567,1,1
0.4566,1,1
0.4545,1,1
0.4537,1,1
0.4537,0,1
0.4534,1,1
0.4518,1,1
0.4514,2,1
0.4512,1,1
0.451,1,1
0.4504,2,1
0.45,1,1
0.4496,1,1
0.4495,1,1
0.4493,1,1
0.4404,1,1
0.4403,1,1
0.439,2,1
0.4303,1,1
0.43,1,1
0.4299,1,1
0.4296,1,1
0.4294,1,1
0.4293,1,1
0.4289,2,1
0.4288,1,1
0.4287,1,1
0.428,2,1
0.4271,1,1
0.4261,1,1
0.4256,2,1
0.4256,1,1
0.4255,1,1
0.4251,2,1
0.4301,1,1
0.4306,1,1
0.439,1,1
0.4308,2,1
0.4381,1,1
0.4379,2,1
0.4378,2,1
0.4376,2,1
0.4353,2,1
0.4351,2,1
0.4349,1,1
0.434,1,1
0.4339,2,1
0.4339,1,1
0.4335,1,1
0.4333,2,1
0.4323,1,1
0.4320000000000001,1,1
0.4313,1,1
0.3837,1,1
0.3823,1,1
0.382,1,1
0.33,2,1
0.3335,1,1
0.3328,1,1
0.3315,1,1
0.3313,2,1
0.3311,2,1
0.3311,1,1
0.3303,1,1
0.3298,1,1
0.3417,2,1
0.3291,1,1
0.3286,1,1
0.3283,1,1
0.3282,1,1
0.328,1,1
0.3279,1,1
0.3272,1,1
0.3338,1,1
0.3348,2,1
0.3352,1,1
0.3353,2,1
0.3409,1,1
0.3409,0,1
0.3401,1,1
0.3399,2,1
0.3398,1,1
0.338,1,1
0.3372,1,1
0.3371,2,1
0.337,2,1
0.3369,1,1
0.3368,1,1
0.3365,1,1
0.3364,1,1
0.3361,1,1
0.3359,1,1
0.3271,1,1
0.3267,1,1
0.3262,1,1
0.3151,2,1
0.3143,1,1
0.3142,1,1
0.314,1,1
0.3129,1,1
0.3128,1,1
0.3124,1,1
0.3122,2,1
0.3116,2,1
0.3115,1,1
0.3114,1,1
0.3096,1,1
0.309,2,1
0.3083,1,1
0.3066,1,1
0.3062,1,1
0.3144,1,1
0.3153,1,1
0.326,1,1
0.3155,2,1
0.3257,1,1
0.3251,1,1
0.3246,1,1
0.3245,2,1
0.3238,2,1
0.3233,1,1
0.3226,1,1
0.3215,1,1
0.3207,1,1
0.32,1,1
0.3195,1,1
0.3179,2,1
0.3179,1,1
0.3159,1,1
0.3157,1,1
0.3416,1,1
0.3421,1,1
0.3818,2,1
0.3677,1,1
0.3701,1,1
0.37,1,1
0.3693,1,1
0.3686,1,1
0.3685,1,1
0.368,2,1
0.3678,1,1
0.3673,1,1
0.3431,2,1
0.3668,1,1
0.3652,1,1
0.3648,1,1
0.3644,2,1
0.3644,1,1
0.3637,2,1
0.3625,2,1
0.3703,1,1
0.3703,2,1
0.3704,1,1
0.3705,2,1
0.3814,2,1
0.3808,1,1
0.3807,2,1
0.3805,1,1
0.3784,1,1
0.3769,1,1
0.3767,1,1
0.3764,2,1
0.3754,1,1
0.3751,1,1
0.3743,1,1
0.3736,1,1
0.3732,1,1
0.3726,1,1
0.3709,1,1
0.3625,1,1
0.3624,1,1
0.3618,2,1
0.3531,1,1
0.3527,2,1
0.3525,2,1
0.3514,1,1
0.3509,1,1
0.3508,1,1
0.3498,1,1
0.348,1,1
0.3475,2,1
0.3474,1,1
0.3447,1,1
0.3445,1,1
0.3441,1,1
0.3439,1,1
0.3437,1,1
0.3433,1,1
0.353,1,1
0.3534,1,1
0.3615,1,1
0.3544,1,1
0.3602,2,1
0.3602,1,1
0.3601,2,1
0.3592,1,1
0.3585,1,1
0.3584,2,1
0.3581,0,1
0.3574,1,1
0.3564,1,1
0.3562,1,1
0.3561,1,1
0.3559,2,1
0.3553,1,1
0.3545,2,1
0.3545,1,1
0.4571,1,1
0.4589,1,1
0.6431,1,1
0.5804,2,1
0.5858,2,1
0.5857,1,1
0.5851,1,1
0.584,1,1
0.5838,2,1
0.5824,1,1
0.5806,1,1
0.5794,2,1
0.5752,2,1
0.5794,1,1
0.5791,2,1
0.579,1,1
0.5786,1,1
0.5772,1,1
0.5766,1,1
0.5758,2,1
0.5872,1,1
0.5873,1,1
0.5877,1,1
0.5881,1,1
0.5982,1,1
0.5981,1,1
0.5973,1,1
0.5951,2,1
0.5951,1,1
0.595,1,1
0.5943,1,1
0.5927,1,1
0.5926,2,1
0.5925,1,1
0.5909,1,1
0.5908,1,1
0.5905,1,1
0.5894,1,1
0.5885,1,1
0.5758,1,1
0.5748,1,1
0.4596,1,1
0.5574,1,1
0.5641,1,1
0.5613,1,1
0.5602,1,1
0.56,1,1
0.5596,2,1
0.5591,2,1
0.5579999999999999,2,1
0.5569,2,1
0.5721,1,1
0.5567,1,1
0.5564,1,1
0.5555,2,1
0.5554,1,1
0.5544,2,1
0.5538,0,1
0.5527,2,1
0.5643,1,1
0.5644,2,1
0.5663,2,1
0.5664,1,1
0.5719,1,1
0.5715,2,1
0.5714,2,1
0.5708,1,1
0.5702,1,1
0.5701,1,1
0.5692,2,1
0.5691,1,1
0.5686,1,1
0.5685,1,1
0.568,2,1
0.5676,1,1
0.5670000000000001,2,1
0.5669,2,1
0.5668,1,1
0.5984,1,1
0.599,1,1
0.6,2,1
0.6285,2,1
0.6328,1,1
0.6324,1,1
0.6319,1,1
0.6313,1,1
0.631,1,1
0.6303,1,1
